direction,eligible_zones,price_cap,timescale (min),eligible categories
Up,1;2;3;4;5;6;7;8,1000,5,"(Gas CT,Gas CC,Gas ST,Gas GT,Oil CT,Oil ST,Coal,Solar PV,Wind,CSP)"
