EFORd,Net CONE per day,Gross CONE per day,IRM,IRM perc points,Net CONE perc points,Max Clear,forward_years,num_top_hours,stor_buffer_minutes,introduction_year,discontinuation_year
0.0589,321.57,393.91,0.158, -0.002;0.029;0.088,1.5;0.75;0,2,3,100,120,1,30
